temp,p,VRS01,VRR12,VRR22,VRR23,VRR33,VRS03,VRN13,VRS21,VRN16,VRN26,VRR43,VRS31,VRR21,VRR34,VRR11,VRR47,VRN21,VRI02,VRI01,VRR32,VRR41,VRS11,VRN24,VRN12,VRN23,VRN15,VRS12,VRS04,VRN11,VRR44,VRS22,VRR42,VRS02,VRR31,VRR24,VRS41,VRN27,VRR13,VRN14,VRR37,VRS32,VRS42,VRI03,VRN17,VRN22,VRN25,VRR17,VRR14,VRR27
122.3671746031746,16.20447391304348,0.03390286254882813,0.19268527221679688,0.05946116638183594,0.05183807373046875,0.11266763305664063,0.04754345703125,10.047687042236328,0.23161257934570312,62.797236938476566,-45.120552322387695,-251.3892897644043,0.25144740295410156,0.11359764099121093,-312.3440359191895,0.010550918579101563,-249.82582739257813,21.11550344848633,0.003002288818359375,1.7692889709472657,-0.01596832275390625,-254.00319700622558,0.230773193359375,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.2436201934814453,0.07520417785644531,17.569689529418945,-327.3335142364502,0.2338394775390625,-234.6647685699463,0.07937452697753906,-0.0017987060546875,0.05066914367675781,0.1922643280029297,18.247026443481445,0.0335614013671875,-13.050068893432616,-0.027285430908203127,0.18791690063476563,0.141385498046875,0.00499603271484375,26.50341390991211,29.280273208618166,7.1048638610839845,0.18573707580566406,0.023390304565429686,-0.0193349609375
123.74118461538461,12.530428472222221,0.03400730895996094,0.19220764923095704,0.05811495971679687,0.05123581695556641,0.1127236557006836,0.04737686157226562,10.047687042236328,0.23125904083251952,62.797236938476566,-45.120552322387695,-240.615044631958,0.25101082611083986,0.11221073150634765,-319.0660428161621,0.009749534606933594,-258.6846252822876,21.11550344848633,0.0030012741088867186,1.7711831665039062,-0.01594446563720703,-251.09904592895506,0.23071919250488282,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.24373742675781251,0.07506045532226563,17.569689529418945,-338.13585373687744,0.2328822250366211,-240.98665464019774,0.07944805908203124,-0.0016140975952148439,0.050119209289550784,0.19222874450683594,18.247026443481445,0.03311163330078125,-13.050068893432616,-0.027285430908203127,0.1879708709716797,0.14159220886230467,0.004995758056640625,26.50341390991211,29.280273208618166,7.1048638610839845,0.18517469787597657,0.022798728942871094,-0.0202178955078125
123.32987037037037,10.288750877192982,0.03401789855957031,0.19234371948242188,0.05803488159179687,0.051231765747070314,0.11265138244628907,0.04732620239257813,10.047687042236328,0.23123153686523437,62.797236938476566,-45.120552322387695,-251.28944700622557,0.250845947265625,0.11209603881835938,-310.8524697113037,0.00960064697265625,-247.3385072631836,21.11550344848633,0.0030010223388671877,1.7719161224365234,-0.016378326416015623,-256.40416221618653,0.2306690216064453,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.2437794647216797,0.07504234313964844,17.569689529418945,-325.3870366516113,0.23265254211425782,-233.52893840026854,0.07946220397949219,-0.000573333740234375,0.05039466857910156,0.19222259521484375,18.247026443481445,0.033286727905273435,-13.050068893432616,-0.027285430908203127,0.18800527954101562,0.14157743835449219,0.0049951782226562505,26.50341390991211,29.280273208618166,7.1048638610839845,0.18539602661132812,0.02273089599609375,-0.02025347900390625
123.20166101694916,10.253798214285714,0.03402008056640625,0.19208694458007813,0.05812713623046875,0.05121510314941406,0.1125486602783203,0.04732830810546875,10.047687042236328,0.23121553039550782,62.797236938476566,-45.120552322387695,-230.58931929016114,0.25084327697753905,0.1121201171875,-330.81595387268067,0.0093995361328125,-274.16763555908204,21.11550344848633,0.0030009460449218752,1.772061782836914,-0.016820068359375,-249.53319467163087,0.23068411254882812,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.24373696899414063,0.075046142578125,17.569689529418945,-358.85568626403807,0.23253521728515625,-256.065171005249,0.07949037170410156,-0.0008039855957031251,0.050272186279296874,0.19221830749511717,18.247026443481445,0.03296566772460938,-13.050068893432616,-0.027285430908203127,0.1879754638671875,0.14149844360351563,0.004995590209960938,26.50341390991211,29.280273208618166,7.1048638610839845,0.18527850341796875,0.022716690063476562,-0.02002392578125
123.2022,12.117430136986302,0.03398219299316406,0.19216441345214844,0.05837850952148438,0.05119334411621094,0.11278048706054687,0.047425399780273436,10.047687042236328,0.23135870361328126,62.797236938476566,-45.120552322387695,-251.21629515075685,0.25102317810058594,0.11273916625976563,-310.9036167907715,0.009929977416992187,-247.21529895019532,21.11550344848633,0.003001708984375,1.7702982025146483,-0.016005050659179686,-255.617798538208,0.23072100830078124,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.2436533660888672,0.07511207580566406,17.569689529418945,-324.7591481781006,0.23309793090820313,-233.69583221435548,0.09002861022949218,-0.000415435791015625,0.050118179321289064,0.19218699645996093,18.247026443481445,0.03328578186035156,-13.050068893432616,-0.027285430908203127,0.1879722137451172,0.1414231262207031,0.004995651245117187,26.50341390991211,29.280273208618166,7.1048638610839845,0.18549925231933595,0.022876556396484376,-0.02003350830078125
122.96654545454545,15.241063380281691,0.03401420593261719,0.1919324951171875,0.05821600341796875,0.051247787475585935,0.11267129516601562,0.04745326232910156,10.047687042236328,0.23133726501464844,62.797236938476566,-45.120552322387695,-231.13861682128908,0.25100099182128904,0.11233641052246093,-331.0081940612793,0.00988140869140625,-275.4422448730469,21.11550344848633,0.0030014190673828124,1.7712701873779297,-0.015956130981445313,-250.088324508667,0.2307470703125,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.24367941284179687,0.075079833984375,17.569689529418945,-358.97132357788087,0.23294314575195313,-255.98624566650392,0.127,-0.000983428955078125,0.05009262084960937,0.19222265625,18.247026443481445,0.03335914611816406,-13.050068893432616,-0.027285430908203127,0.18799012756347655,0.1415174560546875,0.004995742797851563,26.50341390991211,29.280273208618166,7.1048638610839845,0.1853604736328125,0.022762298583984375,-0.020284317016601563
121.27734285714287,15.550214545454546,0.034010986328125,0.19177348327636717,0.05794564819335937,0.0510625,0.11241734313964843,0.04733892822265625,10.047687042236328,0.2312012176513672,62.797236938476566,-45.120552322387695,-250.22464602661134,0.25087693786621096,0.11211422729492188,-311.1394712524414,0.009512893676757813,-246.22826107788086,21.11550344848633,0.0030009613037109374,1.7711364593505858,-0.016168594360351562,-255.01664910888672,0.23070066833496095,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.24361785888671875,0.07502351379394531,17.569689529418945,-324.1189781188965,0.23265840148925782,-234.39572735595704,0.2611407775878906,-0.0014705657958984375,0.04996600341796875,0.19220018005371095,18.247026443481445,0.033024734497070315,-13.050068893432616,-0.027285430908203127,0.18793563842773436,0.14147361755371093,0.004995635986328125,26.50341390991211,29.280273208618166,7.1048638610839845,0.18511878967285156,0.022613388061523437,-0.020392929077148438
119.555,15.589549122807018,0.03399896240234375,0.19207389831542968,0.05808857727050781,0.05128192138671875,0.11264370727539062,0.047363357543945314,10.047687042236328,0.2312876739501953,62.797236938476566,-45.120552322387695,-230.80929284667968,0.25099159240722657,0.11233464050292968,-331.3997082977295,0.009675918579101562,-275.8605972595215,21.11550344848633,0.0030011444091796874,1.7711198425292969,-0.016143310546875,-250.20088122558593,0.2307435760498047,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.24367912292480468,0.07503923034667968,17.569689529418945,-358.8623927154541,0.23273548889160156,-255.68509660339356,0.07944309997558593,-0.0014419097900390625,0.04994775390625,0.19225111389160157,18.247026443481445,0.03327471923828125,-13.050068893432616,-0.027285430908203127,0.1879593200683594,0.14148460388183592,0.004995391845703125,26.50341390991211,29.280273208618166,7.1048638610839845,0.18525848388671876,0.022663833618164063,-0.020104949951171874
118.5685,15.613863157894736,0.03398823547363281,0.19192958068847657,0.05832536315917969,0.05113926696777344,0.11260142517089844,0.047363006591796875,10.047687042236328,0.23123126220703125,62.797236938476566,-45.120552322387695,-250.59933491516114,0.25090158081054686,0.11226713562011718,-311.2640636444092,0.009686431884765624,-246.50384761047363,21.11550344848633,0.0030008697509765624,1.7708796844482422,-0.016374801635742186,-254.80098847961426,0.23068901062011718,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.24361534118652345,0.07505496215820312,17.569689529418945,-324.3249799346924,0.23271952819824218,-234.6154327850342,0.09880474853515625,-0.0010792236328125001,0.050049407958984375,0.1922016143798828,18.247026443481445,0.03320614624023437,-13.050068893432616,-0.027285430908203127,0.18793290710449218,0.1414270477294922,0.004994888305664063,26.50341390991211,29.280273208618166,7.1048638610839845,0.18533497619628905,0.02273402404785156,-0.020035446166992186
118.26203448275862,15.620803448275863,0.03398593139648438,0.19196186828613282,0.05831190490722656,0.0511282958984375,0.11267974853515625,0.04740013122558594,10.047687042236328,0.23130552673339844,62.797236938476566,-45.120552322387695,-230.6168003845215,0.2510402374267578,0.11259527587890625,-331.81668675231936,0.009730682373046876,-275.5087918548584,21.11550344848633,0.003001190185546875,1.7702481842041016,-0.016004913330078124,-249.49191748046874,0.2306963653564453,-27.962773376464845,69.41691944885254,58.15953816223144,44.014184356689455,0.24362908935546876,0.07509341430664063,17.569689529418945,-359.22052571105957,0.23293292236328125,-255.6133453216553,0.3075142364501953,-0.0004633331298828125,0.049894241333007815,0.19224638366699218,18.247026443481445,0.032999984741210936,-13.050068893432616,-0.027285430908203127,0.18786454772949218,0.14138340759277343,0.004995635986328125,26.50341390991211,29.280273208618166,7.1048638610839845,0.18536651611328125,0.022783828735351563,-0.02001942443847656
